Subject-id,Activity Label,Timestamp,X-accel,Y-accel,Z-accel
1631,K,1552631948557820,-0.36262512,3.7082062,8.36792
1643,K,709014201973000,5.087022,-2.193838,-8.155042
1602,K,101832493574188,-2.3298798,-2.579834,8.528458
1625,K,706518470011302,-6.1074066,-5.7816772,4.279114
1646,K,1465957662997000,-8.396939,-0.5412744,4.84752
1620,K,939935240448191,4.9161835,7.9973755,1.9364777
1644,K,1817142306861000,1.6405884,-8.473579,3.7050953
1622,K,290047397152232,-7.801361,-6.053879,-0.45625305
1634,K,76562386655373,4.946289,-3.7516785,-7.872772
1607,K,287265327864051,-6.6427126,-5.2959743,4.7506948
1629,K,605106775801325,-3.9520264,1.5642548,-9.537338
1644,K,1817206091316000,1.8824854,-8.411309,3.9589674
1644,K,1817188397191000,1.8010547,-8.440049,3.7386258
1646,K,1466071037236000,-7.3718705,0.045505375,6.236631
1621,K,168844712371140,-9.132084,-2.1936872,-3.3476925
1641,K,1219009262426000,9.15616,0.25147706,-4.0930886
1635,K,677921043172363,4.146057,-1.2155914,-9.176941
1622,K,290071466365994,-7.8341827,-6.036545,-0.35914612
1630,K,1558585352784953,5.807602,2.250351,6.735718
1624,K,516841547718882,6.1825867,-4.686676,-6.2597504
1621,K,168777953025333,-9.366715,-0.599149,-3.0502129
1606,K,122900949489000,-7.666565,-5.6330566,-0.7337036
1601,K,262909365740122,-2.4133554,1.0947487,9.2069025
1641,K,1219095828484000,8.480764,-1.1448194,-4.9337406
1645,K,1130273882019000,6.991062,-4.385281,-5.3169436
1619,K,170443713617338,-4.0617633,-5.288193,7.0515227
1649,K,1163911165161165,7.6530657,-0.66498953,-6.7654157
1624,K,516909878107385,6.164093,-4.8352356,-6.1184998
1645,K,1130213506671000,7.031778,-4.2296047,-5.400769
1612,K,4469928923645,7.8512573,0.32411194,-6.1349792
1614,K,82871948807000,3.3362625,7.453301,5.961204
1644,K,1817047264225000,4.375701,-7.4892263,3.9661524
1634,K,76696277944960,4.9371033,-3.6010895,-7.9035797
1625,K,706552358253403,-6.0755005,-5.922409,4.4320374
1616,K,194130353779757,-0.1615448,-0.03010559,9.192642
1619,K,170481383675552,-4.912902,-2.8898015,7.8733325
1629,K,605203999316672,-3.6390533,1.7768402,-9.600052
1623,K,3779548172415,3.0487518,-2.7591248,-9.344055
1620,K,940030449811370,8.904907,2.1938477,-4.7522583
1637,K,14412780931216,-3.0768485,-7.2563763,5.7136126
1627,K,441271424344336,4.053467,-7.934494,-4.0917816
1601,K,262879317863416,-2.3540988,0.9451111,9.264363
1633,K,692063810763500,-0.2970276,-6.772232,-7.5459595
1648,K,460964373232000,0.36883304,0.5364844,9.896221
1629,K,605110884688043,-3.7990875,1.7224274,-9.5004425
1608,K,40393850225740,-2.0465698,-0.23535156,9.002213
1632,K,2293699936579,-2.7887573,-2.2841034,8.5312805
1628,K,1137341438231820,4.699005,-5.1493073,6.073639
1637,K,14392240794246,-3.4551322,-6.317849,7.0280294
1643,K,708968190068000,4.998406,-2.1770728,-8.250843
1638,K,1137594919736489,7.6856866,-6.122273,0.11581951
1642,K,1470612423370000,-2.299219,5.767207,7.9059596
1647,K,1219946779387343,4.0222588,-4.929063,-7.884106
1639,K,182494233235839,-9.462334,0.60064536,3.681983
1615,K,166998695469410,7.312439,1.7651672,-6.5946045
1620,K,939924202873690,7.55336,5.638382,0.94636536
1629,K,605215681432763,-4.0172424,1.4781799,-9.577301
1636,K,503393504205118,-1.2329559,-9.021286,2.7865295
1643,K,709079057666000,5.031936,-2.1722827,-8.195757
1602,K,101873016251299,-2.4929352,-2.8111267,8.467285
1610,K,16250710591579,7.0487823,5.079361,3.5141907
1626,K,597272747450891,4.563263,-5.0105133,-7.4249115
1616,K,194163929832963,-0.1795044,0.047592163,9.154129
1638,K,1137570689033629,4.8932996,2.7171197,-8.113201
1601,K,262980793581033,-2.4343045,1.0905589,9.235633
1634,K,76622509351671,4.949875,-3.5731506,-7.9393616
1649,K,1163943524307873,7.6829934,-0.59735334,-6.770204
1614,K,82878318582000,3.4488282,7.6329274,6.0019193
1616,K,194231142340854,-0.11936951,0.0096588135,9.109314
1634,K,76683840516656,4.9347076,-3.6601105,-7.929428
1616,K,194270055937447,-0.15948486,0.01889038,9.149689
1616,K,194119618317248,-0.18746948,0.03302002,9.195328
1616,K,194240387350507,-0.16363525,-0.0037841797,9.154388
1624,K,516994221058261,6.204788,-4.593384,-6.1349792
1637,K,14388993290696,-7.214029,4.3626842,5.241955
1648,K,461039789012000,0.2203418,0.51492923,9.941727
1650,K,358234946294000,-4.071533,-4.145779,-7.5323367
1629,K,605069795814673,-3.7893524,1.4466553,-9.394699
1625,K,706508449564630,-6.1731415,-6.4069366,3.899826
1638,K,1137715188178019,-6.260239,-7.5926123,-0.86640173
1642,K,1470566072022000,-2.2537134,5.9875493,7.8724294
1643,K,708973449994000,4.984036,-2.2297633,-8.190968
1646,K,1465954032374000,-7.726333,0.06706055,5.599556
1633,K,692109733610998,-1.2711334,-5.764786,-8.36998
1604,K,16682572725415,4.53804,5.159134,6.205765
1635,K,678065498746512,4.2933044,-1.5530243,-9.047852
1644,K,1817093536110000,-0.53169435,-8.586145,3.1901662
1615,K,167076542768465,7.458679,1.5843201,-6.417404
1627,K,441169044570022,2.2191162,-8.26033,-4.881424
1629,K,605153887015710,-3.9387054,1.5379486,-9.504395
1648,K,461064914033000,0.19878663,0.52690434,9.924961
1650,K,358219710679000,-3.9589674,-4.399651,-7.438931
1601,K,262946196681203,-2.3888147,0.9876082,9.242217
1636,K,503304125863896,-1.775528,-8.747696,3.31958
1635,K,678031177440783,4.33667,-1.5796967,-9.035141
1640,K,171239069566085,-2.7295396,-9.5609455,-1.4621091
1627,K,441268987193014,4.0118713,-8.009171,-3.8857574
1614,K,82858200568000,3.544629,7.6161623,6.023474
1628,K,1137342948851937,4.604599,-5.1203766,6.205963
1629,K,605060329270307,-4.3033295,1.4205322,-9.404953
1614,K,82874817272000,3.4895437,7.585027,6.0665846
1613,K,175878469704019,1.0324994,5.011064,8.1319065
1618,K,197842827984170,-0.935379,-0.8333893,9.064468
1627,K,441330479496949,3.9008331,-7.7304077,-4.6820374
1639,K,182394603411009,-8.602816,-2.1838112,3.919009
1613,K,175853649318403,0.9463082,5.01286,8.161235
1637,K,14530460171886,-7.1230493,5.569362,3.5636196
1639,K,182347953803989,-6.490531,-5.476437,5.4658127
1646,K,1466074523465000,-7.4006104,0.37122804,6.6749196
1611,K,292180730025779,9.026718,-2.0497894,1.6526489
1634,K,76540935868518,4.904587,-3.6592407,-7.9219666
1611,K,292175191088531,9.008713,-2.0367737,1.7056427
1616,K,194167595604447,-0.17282104,-0.0071258545,9.098145
1637,K,14405134230206,-2.0760722,-5.989844,7.6960115
1629,K,605175096110321,-3.5809174,1.8337402,-9.5412445
1607,K,287239549872237,-6.8408327,-5.317522,4.911106
1647,K,1219912903967043,3.6236243,-5.522825,-7.7189064
1642,K,1470541928892000,-2.335144,5.7839723,7.7502837
1627,K,441260809695139,4.0794373,-7.8764343,-4.1019287
1600,K,243152937339071,1.532959,6.6262817,6.3194275
1642,K,1470602367369000,-2.4812403,5.8198977,7.8700347
1641,K,1219086320054000,8.363408,-2.311194,-4.5720925
1603,K,10988841827994,5.249287,2.2960393,7.8876977
1618,K,197854963305967,-0.95739746,-0.7789459,9.067749
1643,K,709122590525000,5.0822315,-2.2177882,-8.143066
1613,K,175888325825732,1.0594343,5.029619,8.100781
1622,K,290120108314399,-7.960541,-5.861191,-0.35472107
1642,K,1470466658519000,-2.4740553,6.4066777,7.422166
1628,K,1137403917465983,4.679428,-4.8765717,6.1978455
1641,K,1219124818388000,8.6077,-1.3531861,-4.864285
1601,K,262975685678430,-2.4809916,0.9935937,9.196129
1632,K,2188963593247,-2.2716675,-0.83522034,8.893616
1602,K,101751423640256,-1.8249054,-2.9036407,8.600067
1607,K,287292661679925,-6.7690067,-5.265448,4.8045645
1641,K,1219110555284000,8.746612,-1.1304493,-4.636758
1620,K,939921785881503,7.54953,5.636444,1.1467896
1646,K,1466106968569000,-9.16095,0.9148975,-0.4742139
1630,K,1558535754093405,9.2827,1.6616364,0.5556793
1601,K,262981950850357,-2.456451,1.0851719,9.229049
1641,K,1219039219150000,9.587264,-0.62031007,-2.919529
1629,K,605140069866612,-3.901245,1.5234375,-9.54744
1629,K,605177956217742,-3.930313,1.5637817,-9.497833
1650,K,358258303096000,-4.1888895,-4.0427933,-7.541917
1612,K,4473201927957,7.9125824,0.31573486,-6.0454254
1650,K,358220496503000,-3.9757326,-4.382886,-7.448511
1623,K,3867466253519,2.8891296,-2.7563019,-9.3815155
1643,K,709102254942000,5.087022,-2.179468,-8.181387
1620,K,939992644022965,4.2917175,8.562927,0.8748169
1617,K,266082020523652,-9.794052,-1.4110107,0.35836792
1612,K,4606337908717,8.0954895,3.8231964,-4.00473
1628,K,1137331246580833,4.830887,-4.9561768,6.1450043
1606,K,122890324810143,-7.32312,-6.671829,-1.8908386
1627,K,441313097291855,3.774231,-7.7563324,-4.7924805
1645,K,1130320472508000,8.023315,-3.4368532,-4.9433208
1614,K,82786531831000,3.1015503,7.6209526,6.1767554
1615,K,167036964522052,7.16658,1.953537,-6.691269
1641,K,1219074313115000,9.2328005,-1.7627344,-3.2620168
1627,K,441205863410804,3.930954,-7.8885345,-4.7198334
1635,K,677975828327109,4.2982635,-1.3886108,-9.042465
1617,K,265988009596638,-9.759567,-1.2298431,1.0718079
1628,K,1137381419289326,4.7149506,-5.1173706,6.1273193
1640,K,171122299110625,-4.8630724,-7.6225395,-3.4121864
1649,K,1163928403386836,7.615357,-0.6218939,-6.767211
1643,K,709036230368000,5.137317,-2.2393434,-8.143066
1643,K,709014927524000,5.0894165,-2.1627028,-8.174202
1607,K,287288630893257,-6.6905966,-5.261258,4.782418
1644,K,1817197728151000,1.092129,-8.907078,3.4871485
1624,K,516878557906312,5.6386566,-5.791458,-5.677017
1631,K,1552533808595287,-0.34480286,3.8432312,8.313461
1623,K,3753263387140,2.8741302,-2.8158112,-9.342941
1618,K,197908338531424,-0.9775238,-0.83813477,9.10791
1602,K,101738835123696,-1.6712036,-2.9532013,8.573715
1632,K,2288362412165,-2.6210022,-2.2589417,8.5828705
1638,K,1137629109199809,7.941567,-5.098153,-2.8531404
1640,K,171161636063735,-4.5901337,-8.874707,-1.685967
1629,K,605191249680473,-3.6160126,1.7998505,-9.579651
1628,K,1137392456900589,4.764374,-5.057434,6.1063385
1647,K,1219912225664648,3.5877113,-5.4551888,-7.7230964
1641,K,1219000338273000,8.998089,-0.30895755,-4.3493557
1643,K,709051083817000,5.094207,-2.1627028,-8.176597
1606,K,122831612020297,-8.02771,-5.7630463,0.9002991
1638,K,1137599368028269,7.75033,-5.8493342,-1.3039421
1601,K,263040369674239,-2.4181437,0.9648633,9.235035
1614,K,82809854350000,3.3242872,7.534732,6.1528053
1643,K,708983104140000,5.271438,-2.095642,-8.092772
1629,K,605162286049928,-3.958191,1.5375977,-9.51004
1616,K,194270096220650,-0.1722107,0.037078857,9.163071
1641,K,1219069397691000,9.093889,-2.071692,-3.542234
1642,K,1470480603946000,-2.3423293,6.1863356,7.5203614
1629,K,605205671051127,-3.8931885,1.5976715,-9.5312195
1628,K,1137327923216575,4.393112,-5.356308,5.96698
1619,K,170477911449460,-4.8787847,-2.7940333,7.89907
1637,K,14526610808926,-7.8125796,-0.50472766,6.051195
1636,K,503388569531154,-1.8537292,-8.925613,2.7719116
1601,K,262960442679425,-2.445677,1.0582372,9.1751795
1600,K,243074183678632,1.5196686,6.293915,6.5800323
1642,K,1470561819723000,-2.335144,5.8677983,7.781419
1644,K,1817061149758000,4.033213,-7.431746,3.8200562
1629,K,605056723923628,-4.4547577,5.672226,-7.405075
1616,K,194190677879735,-0.15530396,-0.0069274902,9.108734
1614,K,82830130632000,3.417693,7.5706573,6.1552005
1647,K,1219862306349094,3.316568,-5.6790466,-7.712322
1615,K,166961433497442,7.4832764,1.6191254,-6.4171295
1629,K,605148428641687,-3.7596893,1.7887268,-9.513947
1647,K,1219886849899501,3.755904,-5.662287,-7.271789
1608,K,40484336367550,-2.66922,-0.1359253,8.882019
1610,K,16312897809555,7.0833435,5.096054,3.4421082
1602,K,101767013248054,-1.8096619,-2.6625671,8.673584
1629,K,605171631779635,-3.6311188,1.8197174,-9.5907135
1635,K,677980742890806,4.3447113,-1.1453552,-9.133377
1616,K,194148924348905,-0.15756226,0.0027618408,9.123993
1648,K,461063564087000,0.16765137,0.4023633,9.369317
1642,K,1470509301529000,-2.1507277,5.968389,7.6329274
1619,K,170468454223265,-4.7578773,-2.8742392,7.9547353
1613,K,175799140692538,0.9911995,5.027225,8.160038
1620,K,939971757182876,5.3390045,7.0833435,2.8923492
1619,K,170514942231791,-4.633379,-3.1884782,7.880515
1602,K,101853038021864,-2.4099884,-2.8094788,8.495758
1627,K,441300186551962,4.2761536,-7.8454742,-3.7967224
1618,K,197890916043465,-0.9221649,-0.7603302,9.090851
1629,K,605051910071064,-4.2071075,6.0540314,-7.2610474
1632,K,2293448166560,-2.870636,-2.319992,8.586258
1619,K,170562190944167,-4.6279917,-3.1364043,7.878121
1623,K,3795862879164,3.0429535,-2.7439117,-9.404175
1647,K,1219978863747537,3.9504328,-4.9757495,-7.8865004
1629,K,605116645171329,-3.7735138,1.7633667,-9.539108
1646,K,1466069727533000,-7.3814507,-0.035925295,6.1791506
1602,K,101805886533488,-2.7543945,-2.6808167,8.352936
1642,K,1470492695633000,-2.335144,6.4186525,7.455696
1605,K,181192270097800,7.243657,1.0498575,6.379949
1614,K,82745089413000,2.7087672,7.688013,6.318062
1636,K,503392698541056,-1.2064667,-9.033234,2.9447327
1641,K,1219017905342000,9.101074,0.34727785,-4.1984696
1620,K,939966157825581,4.503891,8.269241,1.7410583
1629,K,605183575724578,-3.7359009,1.6936188,-9.590012
1609,K,39491497492248,6.9917145,-2.2421112,-1.3544769
1628,K,1137336725096458,4.6523438,-5.0656586,6.1662903
1611,K,292227559257571,9.181686,-2.0485382,0.58535767
1601,K,262869781185711,-2.3355439,2.473809,8.804078
1641,K,1219034122207000,8.866363,-1.8633252,-4.1146436
1621,K,168728152931340,-6.728904,6.118981,-3.5230677
1646,K,1465992503249000,-7.6425076,-1.1903248,5.894143
1600,K,243223634341918,1.4421234,6.6821747,6.251877
1637,K,14512862497686,-5.7870846,6.2612863,4.4734163
1624,K,516865919064049,5.330536,-6.5583344,-5.180298
1650,K,358193169268000,-4.8283596,-6.303692,-4.9361353
1642,K,1470605128400000,-2.2201831,5.9204884,7.9347
1628,K,1137301900246306,4.526718,-5.4379425,5.884247
1628,K,1137267881091830,4.5662384,-5.2698364,6.0355225
1620,K,939948876323984,4.5898743,8.284454,2.1735992
1625,K,706535187507576,-5.782196,-6.26976,4.4167786
1619,K,170503930698356,-4.757279,-3.0484173,7.849989
1640,K,171183430753335,-2.3515549,-9.276933,-1.9445407
1618,K,197773339447771,-1.0843048,-0.8948822,9.0789795
1619,K,170509278660696,-4.702811,-2.9831753,7.880515
1645,K,1130334659752000,7.94907,-3.1350808,-4.996011
1642,K,1470620544827000,-2.3710694,5.8103175,8.078402
1629,K,605051426672627,-4.202286,6.1473694,-7.1475677
1627,K,441192690799617,3.762497,-7.5375366,-5.186447
1604,K,16597877293231,4.502548,5.118515,6.182068
1648,K,460942290661000,0.22513184,0.51732427,9.924961
1646,K,1465936982861000,-9.077125,-0.62749517,3.1901662
1643,K,709033892577000,5.0822315,-2.1698878,-8.188572
1601,K,262890052235808,-2.348712,0.95947635,9.2494
1606,K,122875017155965,-7.109787,-6.731064,-1.9159546
1625,K,706453362283843,-5.890442,-6.365082,4.139389
1649,K,1163885626225862,7.619547,-0.7236475,-6.7624226
1602,K,101825846846775,-2.2499847,-2.5588531,8.6176605
1606,K,122734680562408,-7.64859,-6.2789764,-1.3325348
1605,K,181237560790910,7.2687964,1.4389153,6.373365
1620,K,940083341673862,8.078629,4.904709,-0.55067444
1644,K,1817052161426000,4.2224197,-7.414981,4.267925
1643,K,709114267152000,5.0606766,-2.1339624,-8.200547
1607,K,287377457529375,-6.2183404,-5.645528,4.9655743
1642,K,1470575140749000,-2.3135889,5.839058,7.932305
1625,K,706488408672891,-5.8303375,-6.6020355,3.8399048
1629,K,605149959403406,-3.9047089,1.5153046,-9.547333
1601,K,262997872104776,-2.4319103,1.0618285,9.231443
1627,K,441270397105123,4.1335144,-7.9444275,-4.0227966
1647,K,1219858715079719,4.0719385,-4.4280763,-8.179192
1635,K,678028961864611,4.361084,-1.54039,-9.048843
1629,K,605099927664548,-3.5576477,1.8911285,-9.554321
1629,K,605155981728639,-3.7019196,1.7783966,-9.561081
1650,K,358352436976000,-4.4523416,-3.2213013,-7.8029737
1603,K,11008675825485,5.2319293,2.2948422,7.8529816
1641,K,1219129250465000,8.713081,-1.3939015,-4.8259645
1617,K,266010114998554,-9.750534,-1.2443695,1.0330048
1639,K,182480436249029,-9.045743,-0.80235684,3.717896
1642,K,1470617340689000,-2.315984,6.1552005,7.8484793
1600,K,243214369208452,1.4568787,6.618759,6.3256683
1648,K,461021856602000,0.21555176,0.50774413,9.929751
1602,K,101718028861637,-1.6499939,-3.1921692,8.240982
1614,K,82793396014000,3.3362625,7.673643,6.0498195
1634,K,76698543875136,4.903778,-3.596939,-7.954376
1639,K,182399851931559,-8.279598,0.74669164,4.5869913
1642,K,1470473691703000,-2.3471193,6.5144534,7.549102
1642,K,1470524799263000,-2.327959,6.1623855,7.6425076
1627,K,441247334966752,4.301697,-7.8414764,-3.9620514
1619,K,170528909025430,-4.694431,-2.9903579,7.9427643
1615,K,167014506637289,7.362854,1.6707916,-6.5998993
1616,K,194212652357784,-0.17988586,0.029220581,9.140121
1622,K,290011394026629,-7.8120117,-6.0628204,-0.36524963
1602,K,101822100508884,-2.2878723,-2.6231537,8.601746
1638,K,1137629609030809,7.843405,-5.047875,-2.7597663
1643,K,709125351703000,5.113367,-2.1818628,-8.176597
1635,K,677984730927915,4.2680206,-1.1214752,-9.189346
1644,K,1817101778712000,1.4106666,-7.9921803,4.9169755
1618,K,197815838234019,-0.99620056,-0.85987854,9.068207
1646,K,1466048164105000,-7.585027,-0.0071850587,6.1144853
1647,K,1219845226338163,0.12270284,0.29269117,9.248202
1642,K,1470598477988000,-2.2225783,5.8270826,7.9682302
1604,K,16563888331002,4.504608,5.1150665,6.2625427
1617,K,266076632640532,-9.449707,-0.92349243,2.3355255
1612,K,4554574004903,8.12233,3.749649,-4.1085205
1648,K,460980330587000,0.2203418,0.5412744,9.972861
1607,K,287299843712267,-6.679823,-5.2618566,4.797382
1608,K,40411675539360,-2.1069336,-0.14779663,9.0329895
1641,K,1218965063805000,9.510623,-2.4836354,-1.0083033
1605,K,181125632875900,7.128137,0.985214,6.567894
1629,K,605135779705480,-3.9161072,1.5657349,-9.553284
1603,K,10942213374313,5.0284224,2.4091654,8.0127945
1645,K,1130331515780000,7.941885,-3.2093263,-4.974456
1602,K,101745522148194,-1.7575378,-2.8344269,8.661255
1630,K,1558562592787933,9.424957,0.9291992,-1.3968964
1649,K,1163893247786955,7.6746135,-0.59855044,-6.803723
1640,K,171221673183415,-6.0646625,-7.4037695,-1.6871641
1640,K,171130395317515,-5.3179708,-6.8947024,-4.4033856
1617,K,266041233774576,-9.762802,-1.2145691,1.0278778
1632,K,2185690582993,-2.2689667,-0.8093262,8.9145355
1631,K,1552532650453198,-0.40571594,3.8763123,8.315231
1604,K,16567010279244,4.495636,5.142105,6.151428
1638,K,1137718337598109,-5.9937344,-7.5689692,-1.3057377
1624,K,516912546869592,6.331238,-4.810562,-5.8946075
1615,K,167021002294046,7.352417,1.697998,-6.6213226
1602,K,101864019686108,-2.4564667,-2.7934265,8.463882
1617,K,266051506001466,-9.709457,-1.2447205,1.1438751
1636,K,503438571035237,-1.0640106,-9.007278,2.9285126
1636,K,503295213191152,-1.7931213,-8.820236,3.1721802
1640,K,171106414234175,-8.763227,-3.7726634,1.2732664
1634,K,76694213445280,5.022766,-3.4550934,-8.085785
1628,K,1137321195912684,4.583664,-5.3561096,6.000168
1624,K,516924380063679,6.2469177,-4.7371826,-6.068512
1604,K,16642138474382,4.8089294,4.7277374,6.2266846
1626,K,597255324991724,4.5666504,-5.0222473,-7.3987427
1620,K,939995342997574,4.099884,8.679977,0.80267334
1630,K,1558516216742970,9.288956,1.4754944,0.797699
1603,K,10948301435717,5.1301756,2.3199813,7.9367785
1614,K,82838656445000,3.3290772,7.661668,6.1144853
1645,K,1130241336506000,7.077283,-3.999683,-5.5229154
1649,K,1163861485511237,7.60578,-0.6841431,-6.8162923
1641,K,1218997518161000,9.065149,-0.26584718,-4.2224197
1607,K,287342421960687,-6.1423244,-5.6185927,5.1421466
1648,K,460974769636000,0.24189699,0.48379397,9.891431
1640,K,171208275533605,-1.6114473,-9.544186,-0.24824879
1620,K,940023903790862,4.924408,8.046631,1.5134277
1609,K,39416167924451,9.057983,-3.7196503,1.8822327
1648,K,461089294022000,0.2921924,0.50774413,9.908196
1619,K,170479349881751,-4.687248,-3.0879216,7.854179
1616,K,194176417640867,-0.169693,0.031692505,9.165588
1627,K,441240829241086,3.5733032,-7.99588,-4.5126495
1639,K,182512679946229,-8.923638,0.43783963,4.1488523
1650,K,358229545142000,-4.0595584,-4.038003,-7.6113725
1606,K,122880908587930,-7.0187683,-6.803589,-2.1849976
1638,K,1137685745696959,-7.814076,-5.193622,2.4016836
1619,K,170491000446383,-4.7417164,-3.015497,7.867945
1620,K,940032242420372,8.514862,4.548889,0.8653412
1630,K,1558481069669215,8.86795,1.486496,2.7078857
1628,K,1137307580177946,4.5103455,-5.4363403,5.92865
1644,K,1817076466346000,2.7470875,-7.8891945,4.517007
1644,K,1817152766173000,0.9412427,-8.57896,3.6092947
1629,K,605204059741476,-3.7055206,1.7498627,-9.543961
1637,K,14509363481516,-0.9507974,-7.1366663,6.6617165
1625,K,706570586407155,-6.0557404,-5.9319153,4.5007935
1602,K,101813419477634,-1.8657074,-2.0714417,8.885376
1639,K,182488984390479,-8.832659,0.09307459,4.5295305
1615,K,167083541975039,7.488312,1.5314941,-6.4261017
1635,K,678034661937853,4.31575,-1.5178833,-9.084381
1632,K,2198732292779,-2.7366028,-0.5926819,8.836899
1647,K,1219938242596305,3.663727,-4.011485,-7.6404963
1608,K,40395360845858,-2.023529,-0.23989868,8.978149
1618,K,197905266937186,-0.9164734,-0.77030945,9.068832
1617,K,265979449404297,-9.8112335,-1.3157806,1.0652466
1644,K,1817065784962000,2.6393116,-7.965835,4.375701
1635,K,678026806713244,4.36084,-1.5287476,-9.067963
1629,K,605073219886938,-3.695938,1.7187958,-9.573166
1605,K,181216495397323,7.261614,1.5394717,6.4457893
1641,K,1219085997637000,8.339458,-2.4165747,-4.7397437
1610,K,16295576009850,7.06958,5.0287933,3.553299
1642,K,1470530119419000,-2.4884255,6.109695,7.7071733
1616,K,194129950947726,-0.17366028,0.034561157,9.129303
1622,K,290027507302859,-7.7369385,-6.1967773,-0.38404846
1628,K,1137323733754480,4.457672,-5.47966,5.974823
1602,K,101848425580555,-2.0796661,-2.4765015,8.594345
1601,K,262959405025728,-2.4127567,1.0947487,9.228451
1604,K,16651605013157,4.570801,4.9767456,6.2686157
1620,K,939992241190934,4.189026,8.638123,0.78982544
1614,K,82713953092000,2.6393116,7.774234,6.222261
1628,K,1137399305039225,4.5726013,-4.7966003,6.171997
1650,K,358342602333000,-4.517007,-4.112249,-7.27128
1644,K,1817089183234000,3.2644117,-7.709568,4.414021
1613,K,175846626236857,0.9804256,5.063138,8.157045
1646,K,1465964007526000,-8.183782,-0.60594,4.960086
1641,K,1218997920939000,9.081915,-0.22992188,-4.2176294
1633,K,692137277257098,-2.022461,-6.4855194,-7.6724396
1645,K,1130302880336000,7.189849,-3.9901028,-5.3935843
1617,K,266052462727540,-9.732483,-1.2618866,1.1615295
1639,K,182337608086919,-0.85218614,-10.485107,3.1841385
1613,K,175829826568831,1.0319009,5.003283,8.162432
1616,K,194142620023301,-0.19154358,0.0126953125,9.161987
1644,K,1817137651527000,1.0466236,-8.806487,3.1039455
1627,K,441176940073267,2.5032501,-8.451736,-4.53183
1642,K,1470514408181000,-1.9878663,5.855823,7.5179667
1639,K,182480986195239,-8.741679,-0.9771336,4.09618
1637,K,14402685330186,-6.01214,1.0251672,5.7830443
1629,K,605139908733800,-3.967636,1.5751953,-9.495758
1622,K,290118396278266,-7.960861,-5.8760834,-0.39888
1609,K,39512344056191,11.504684,-3.115921,-4.2480927
1631,K,1552543023392770,-0.38778687,3.8167572,8.367691
1635,K,678012083223850,4.415756,-1.3837128,-9.013336
1627,K,441330983036988,3.825653,-7.766281,-4.697281
1643,K,709085123982000,5.113367,-2.1387525,-8.2197075
1624,K,516987221841739,6.239975,-4.41391,-6.390396
1610,K,16337823036973,7.081482,5.0231934,3.4234161
1641,K,1219076307648000,9.335787,-1.7603394,-2.9889846
1642,K,1470461398067000,-2.440525,6.2893214,7.4964113
1627,K,441238251116086,4.232559,-8.040756,-4.3380585
1649,K,1163976766134683,7.727885,-0.58418524,-6.737882
1649,K,1163876010073835,7.6363063,-0.66738373,-6.777985
1607,K,287284081960554,-6.5840545,-5.3378725,4.784812
1636,K,503346221809259,-1.6959076,-8.795792,3.2254791
1643,K,709115798622000,5.0271463,-2.1459377,-8.226892
1604,K,16553666483811,4.4912415,5.0576935,6.2650604
1649,K,1163950868869694,7.657854,-0.6290765,-6.728904
1615,K,166976086516327,7.1887207,1.9771271,-6.7023315
1645,K,1130209940114000,6.7611403,-4.5409575,-5.5708156
1628,K,1137245060665376,3.6674957,-5.296646,6.5933533
1650,K,358219529274000,-3.9805226,-4.394861,-7.4054008
1608,K,40455382820417,-2.038391,-0.2436676,8.951813
